Names	total	elements
		LINC00592
		HTRA4
		COX10-AS1
		GINS2
		C18orf21
		LOC100506127
		LINC00397
		CACNA1G
		VGLL4
		KCP
		SPC24
		NXPH2
		GNPTG
		BRWD1
		THNSL2
		EFCAB11
		C1orf43
		SLC6A3
		CLTC-IT1
		AGO3
		MIR210HG
		CD3EAP
		FNBP1
		FANCG
		BEAN1
		DCAF17
		MAGEA4
		ZNF224
		L3MBTL1
		STEAP1
		RPL39L
		PGK1
		PLOD1
		MINCR
		NPDC1
		GPAA1
		KTI12///TXNDC12
		HYAL3
		TEX264
		CLPB
		DONSON
		LTV1
		LOC286059
		MIR6751///SYVN1
		E2F8
		GS1-259H13.2
		TMEM130
		RNF135
		SUPV3L1
		FIBP
		NBAS
		YIF1B
		ZPLD1
		MGAM2
		PANX1
		ADAMTS18
		ZNF837
		LOC728805
		FAN1
		CYBA
		SOS1
		ARHGAP11A
		LOC101930363///LOC101928349///LOC100507387///FAM153C///FAM153A///FAM153B
		PLAU
		TSTA3
		MED20
		LOC390705
		PTEN
		DNAH14
		MAST2
		C1R
		AGFG1
		COL22A1
		SLC28A3
		ERI1
		PNKP
		SENP1
		MATR3
		MSC
		STAG3L2///STAG3L3///STAG3L1
		CILP
		UGGT1
		BTLA
		PRKCDBP
		AASDH
		RDH13
		TXNDC15
		HLTF
		HMGB3
		HOMER3
		HMG20B
		PTRHD1
		C9orf85
		GPR180
		ZNF826P
		VCPIP1
		PHLDA3
		KLHDC4
		NOSIP
		SNHG4
		GOLM1
		FBXL6
		SDCCAG8
		CDK5RAP2
		KCTD15
		NGF
		AFAP1-AS1
		CHID1
		FLVCR1
		PTPDC1
		RAB3C
		KDELC2
		MEIOB///LINC00254
		NANOG
		RNASE6
		LOC101927446///GTPBP10
		MED29
		METTL8
		SLC39A7
		CAMK1
		MRI1
		ZNF500
		CROCC
		SNORD54///RPS20
		ZNF506
		NOM1
		FARSB
		PSMA3
		GPX7
		ZYG11A
		BASP1
		ZNF202
		TCAF1
		SLC22A18
		ARHGEF7
		SLC23A2
		BDNF-AS
		STX2
		TMEM86A
		VPS26A
		RPL10///NDUFS5
		LINC01592
		CRLS1
		ZNF277
		C16orf59
		DANT2
		SQSTM1
		SARS2
		NEURL2
		MEOX1
		LOC101928597
		KCND1
		ADAMDEC1
		PLK3
		PHKA2
		ATF3
		CARD11
		ATP5I
		LOC100996246
		MRPS34
		PLK1
		FBN2
		NDUFA11
		PUSL1
		LINC00623
		ST3GAL1
		EVI5L
		ATP8B2
		MIS18A
		P3H1
		LCT
		DVL2
		ARMCX5
		NPPB
		LOC100996624
		ZNF148
		KLF16
		ZNF141
		IKZF1
		LINC00484
		GGA3
		LPGAT1
		PLA2G2A
		TEX19
		PCYT1A
		MAPKAP1
		HENMT1
		LINC00173
		CHST1
		SRPRA
		LGALS1
		LOC91450
		ALK
		GPR173
		COL15A1
		GAN
		HIST1H2AE
		VAMP1
		OBP2A///OBP2B
		EVC2
		TAF7L
		GON4L
		GREB1
		CREG2
		RIC1
		AFG3L2
		LILRB4
		MOSPD2
		ADAT2
		ARNT
		TCAM1P
		MRGBP
		ADIG
		BDNF
		LOC101060604///SMG1P3///SLC7A5P1
		LDLRAD4
		LOC101929959///BMS1P20
		FOXC1
		CH17-408M7.1///LOC101929257///LOC101927468
		USP49
		BTRC
		ABCA1
		PQBP1
		EDC3
		FNIP1
		NABP2
		SCIN
		TMEM143
		MRPS11
		LOC101928778
		C2orf27A
		ARID3A
		WDR43
		MATN1-AS1
		ATP13A3
		SNHG18
		STOML1
		MTHFSD
		FOPNL
		EFNA4
		LOC155060
		SDR42E1
		NUP153
		LOC101930531///LOC101930288
		LRRC17
		CENPH
		TTYH3
		MIR7114///NSMF
		AICDA
		HIST1H4G
		COPZ2
		CPSF3L
		DCLK1
		MEF2A
		TLR6
		NOP2
		ASF1B
		RNF215
		SLC4A3
		TNFAIP8L2-SCNM1///SCNM1
		AGPAT3
		DHRSX
		COG8///PDF
		ZFP69B
		DHX33
		CCDC122
		TMEM161B
		TRMT10B
		CELF6
		ADCY5
		LRFN3
		MROH8
		FKBP14
		FAM216A
		HOXB3
		LOC285819
		E2F1
		CTSV
		NPAT
		PLCB3
		KLHDC7B
		GPATCH2L
		APMAP
		HAUS6
		PRKD3
		CFH
		CDC25C
		RCOR3
		TSC2
		TRO
		NRIP1
		NRP2
		DHX30
		TBC1D22B
		ACPT
		LAG3
		ARID5B
		PRAF2
		FLNC
		MIR15A///DLEU2L///DLEU2
		DPP10-AS1
		CATSPERG
		ATP7A
		CCNG2
		MSH5-SAPCD1///SAPCD1
		SNORA5B///TBRG4
		LRRC69
		PSPN
		TENM2
		LOC102724814
		APLNR
		HSPA4
		LINC01366
		PAPPA
		SERPINB7
		NT5C
		ZWILCH
		LINC00565
		LSM10
		LINC00879
		IL31RA
		MYBL2
		GNB1L
		ZNF407
		GPALPP1
		TMEM14B///TMEM14C
		C12orf10
		NUDT18
		MAPT
		MRE11A
		HOXD4
		ZNF527
		LOC101928879///ZNF250///COMMD5
		TTBK2
		LOC728061
		C14orf169
		FOXO6
		SCRG1
		ZNF441
		NRAS
		CENPO
		RPL22L1
		PTGES3L-AARSD1///PTGES3L///AARSD1
		KIAA1755
		ZNF138
		HDAC9
		ZDHHC24
		GZMK
		HOXA3
		DNAJC3
		APLP1
		LOC105377134
		METTL15
		ABHD15
		RPS8
		FOXJ2
		ZCCHC18
		MSX2
		AGAP9
		KIAA1549L
		PBRM1
		SLC25A25-AS1
		UHMK1
		TADA3
		LOC153682
		HECTD4
		TAMM41
		CHST13
		PIM1
		GOLGA1
		MEA1
		TIGD1
		SLC34A1
		CDPF1
		USPL1
		C4orf48
		RPS2P45
		LUNAR1
		PARP11
		FSTL4
		LOC101928230
		TMEM171
		COG2
		ZC3HAV1
		ZNF92
		ARHGAP28
		PGM5-AS1
		CDCA7L
		UBL4A
		LRRC66
		NR2C2AP
		CKS1B
		MCM3
		ANAPC7
		INO80E
		ZNF585B
		LINC00282
		NBPF1
		C2orf82
		NBPF20
		HIST3H2A
		BICDL1
		IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1
		WDR24
		DDX42
		TNFRSF4
		CCDC120
		MTHFD2
		NPTX2
		CBLB
		MIIP
		RPUSD1
		OAS3
		SLC9A7
		CDK6
		LOC102724562///MST1L///MST1P2///MST1
		LIMA1
		CSK
		IGHM
		ZNF236
		TAS2R19
		GABRB1
		RGPD6///RGPD8///RGPD3///RGPD4///RGPD5
		SNAP25
		H2BFXP
		RPL7
		MRRF
		TLL2
		TMTC3
		PRKAB2
		LCK
		MARVELD1
		LUC7L
		AFF4
		SUB1
		INF2
		MRPS33
		ZIC1
		PRPF6
		CRB2
		SOX12
		AKIP1
		LOC115110
		ARL10
		RHNO1
		KIF20B
		P2RX5
		TPTEP1
		HIST1H2APS5
		ST8SIA1
		FKBPL
		GAS2L3
		SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81
		CD248
		BLM
		LMBRD2
		GMIP
		NALCN
		CHST4
		SYNRG
		NACAP1
		SF3A2
		LOC101928583
		AVIL
		TMC8
		GOLGA8A
		DPY19L2P4
		CADPS
		LTB
		NUDT6
		NCAPG2
		PCAT6
		LPCAT2
		NEU3
		CCDC158
		FGFR2
		LOC389831
		XRCC3
		ITPKA
		GDAP1
		BTBD2
		PCDHB2
		PCNA
		RBBP4
		PDPR
		TWF2
		B4GALT6
		DOLPP1
		AP1M1
		CD7
		RAD52
		RGS7
		FER1L4
		B4GALT2
		RSPO1
		C1orf122
		RAB6B
		RAB33A
		C11orf95
		SRGAP2
		SOS1-IT1
		ZCCHC7
		LOC440934
		TTC39C
		HOXC5
		ADAL
		THOC1
		STXBP5
		KXD1
		MAP6D1
		CWC27
		USP25
		UPK3BL///POLR2J3///LOC441259///POLR2J2///POLR2J
		ZNF124
		NSL1
		KIF2C
		KLHL35
		FCRL2
		RAB11FIP3
		LOC100506895
		PCK1
		AP5M1
		CYB561D2
		MYO5A
		ZC3HAV1L
		PARP6
		REV1
		CCSAP
		NAP1L4
		FAM220A
		MRPS22
		GNG4
		CNTNAP4
		CHST14
		GAMT
		CAMLG
		LOC646762
		TSPAN33
		PPP2R2C
		METTL12///SNORA57
		KANSL1
		NOX4
		MCHR1
		TBX1
		TPM1
		PDS5B
		LINGO1
		DIEXF
		ZNF546
		ZNF101
		LOC101927701
		FLNB
		LOC100270804
		MTIF3
		TMEM147-AS1
		CTH
		ATF5
		LOC654841
		LOC105371622
		SLC4A2
		PGM5P2
		SUGP1
		SNUPN
		LOC101929777///WNT3
		BMP4
		SFRP4
		EIF1B-AS1
		OSTM1
		CLCN7
		MC1R
		TXNL1
		ABCB5
		PCDHGA9
		TRIM69
		SPANXA2///SPANXB1///SPANXC///SPANXA1
		NAPEPLD
		CABLES2
		CISD2
		HRASLS5
		SPECC1
		LOC441666
		FAM155A
		TRIM61
		LOC100289230
		RFESD
		RRBP1
		LOC101928896
		ERLEC1
		LINC00689
		ASPHD1
		PRMT6
		ZKSCAN4
		CCKBR
		RBM12B
		NDUFB6
		TRIM9
		SIT1
		TYSND1
		UTP14A
		CD3D
		WRAP73
		LINC00354
		DNAJC12
		TRERF1
		MRPL17
		SLC24A2
		MANEAL
		MTBP
		GID8
		PMCH
		GLI3
		PTCH1
		COL25A1
		TFRC
		TMEM80
		OCIAD1
		COX19
		HIST1H2BJ///HIST1H2BG
		PRPF38B
		ASMTL-AS1
		SH3TC1
		C4B_2///C4B///C4A
		GRIA3
		NSUN3
		CMTM6
		BHLHB9
		MEIS3
		GOPC
		LOC285902///ZNF273
		LOC100506558///MATN2
		LARP6
		FMO1
		MIAT
		SLC35F3
		FBN1
		HAUS8
		NANP
		ZNF621
		SP2-AS1
		RPS6KB2
		ADRM1
		TXLNA
		SLC35E2B///SLC35E2
		ZFP82
		PBK
		EXOSC5
		FAM92A1
		CTNNA3
		PRRC1
		CEP89
		AP3B2
		STAG3L3
		THAP3
		ZBTB20-AS1
		SPATS2
		COA1
		SKIV2L
		DIS3L2
		ZNF292
		ZNF829
		ZNF813
		DROSHA
		ZNF696
		PUS10
		SEPT7P2
		KPNA1
		LINC00922
		SNORA16A///SNORA61///SNORA44///SNHG12
		FAF2
		FAM149B1
		ADA
		LAMC1
		CEP95
		CLTC
		PIN4
		FAM26F
		PDE1A
		TAF6L
		CCDC93
		KCNK4
		TROAP
		TLDC1
		ELOVL4
		GTF2IP7
		MGARP
		ZMAT3
		PCNX1
		AGAP2-AS1
		ATF7IP
		CASKIN1
		DUXAP10
		LINC01561
		MTPAP
		ZNF558
		FAM186A
		FAM169B
		TXNRD3NB///TXNRD3
		LSM7
		SHF
		ZFR2
		SEL1L
		LOC100288490
		LAMP5
		NMRAL1
		TRAPPC13
		PARP1
		FGFRL1
		COPS7B
		GPR89B
		NBPF26///NBPF10///NBPF14
		COPG2IT1
		ALG11///UTP14A///UTP14C
		EIF4B
		BTF3L4
		DDX55
		ZNF618
		FAM71C
		LOC101243545///SNORD4A
		KATNBL1
		CEP57L1
		RPS16P5
		FAM156B///FAM156A
		CPNE8
		PSMA4
		ASB16-AS1
		PGM2
		LINC00521
		ROCK1
		KIFC3
		NCAPH
		SLC37A4
		ARSI
		LOC101928054
		GPR82
		WDR81
		TK1
		ZDHHC18
		WBP1L
		LETM2
		DPH5
		C9orf64
		PGP
		SAP30L
		KCNK2
		SULT1E1
		SMIM4
		SEPT7-AS1
		C9orf142
		GIT1
		ST3GAL2
		LSM11
		APIP
		ACRV1
		RNF207
		SYNDIG1
		SREK1IP1
		PDGFRL
		DPF3
		HIST1H1B
		ZNF701
		AARS2
		KCNT2
		CCDC36
		EPB41
		LOC105371401
		CRYBB2P1
		MEN1
		FASTKD3
		BDH1
		IKBIP
		SS18
		FLJ35934
		LOC101927934
		PTPRS
		ECM2
		TRABD
		SHCBP1
		COTL1
		TAF6
		PML
		HOXA11-AS
		TAF1A
		SESN3
		ZC3H7B
		LOC100288675
		UROD
		ARL9
		DPP3
		TUBB2A
		DAB2
		LOC101930583///GOLGA8B///GOLGA8A
		SACS
		TTLL12
		RBCK1
		LOC101928847
		ZDHHC8
		CD244
		CR1L///CR1
		DNM1P46
		SCFD2
		MN1
		PIAS2
		IL2RA
		NSF
		GPR37
		LOC105373878
		KRT73
		PRG4
		PSMG3
		PRIM1
		TMSB15B
		BACE1
		TPM4
		TNFSF4
		CSTF2
		HERPUD1
		BCL2L11
		SCPEP1
		ACAD9
		ZFP91
		RBP4
		CDCA3
		ZNF428
		SP100
		METAP1D
		LIME1
		MAP2K5
		FAM209B///FAM209A
		SLC36A1
		PLCB1
		RAI1
		MTG2
		LAMB1
		LOXL2
		HTATSF1P2
		ANKRD19P
		ATAD2
		KNL1
		ZNF229
		LOC101928617
		LRRK1
		DENR
		PHF6
		LOC100506730
		EPB41L2
		HIST1H1T
		PCGF5
		RNF26
		BRIP1
		P2RY6
		ZNF283
		PLXDC2
		RASGRP1
		CADM3
		CFI
		NLRC5
		SLC7A5
		GZMA
		KHDC1L
		FGF7
		NDUFAF2
		PACSIN1
		NAT9
		FNBP4
		LIFR
		CBL
		CLECL1
		TMSB15B///TMSB15A
		ZC3H12D
		KCNAB2
		MGA
		LINC00664
		LOC102724884///LOC728613///PDCD6
		CLCN5
		FBXW5
		MAP3K2
		ANKRD13C
		EVA1B
		MYO19
		JMY
		UBA6
		RAB3B
		SYMPK
		ZNF451
		POLE2
		LOC101929232///PDCD6IPP2
		VNN1
		MRPL39
		NIN
		ZNF322
		TEX22
		SLC1A4
		C11orf87
		PLA2G15
		ZNF286A
		DOK3
		ENY2
		ITPA
		PTGR1
		SNHG24
		HSPA5
		4-Mar
		TNFSF13B
		LOC101928933
		CMPK1
		HIST1H2AK
		SCN2A
		ZKSCAN5
		ALDH8A1
		ASIC2
		TSHZ3
		H6PD
		ZNF449
		SAP30
		DOCK10
		CKAP2
		IGDCC4
		CCNG1
		SPANXA2///SPANXC///SPANXA1
		MGME1
		KRT19P2
		ABCC10
		RPAIN
		LPAR5
		EPG5
		COL2A1
		ARL14EP
		PTH2R
		TROVE2
		RAB29
		C11orf98///LBHD1
		EEF1E1
		EHMT1-IT1
		AUNIP
		NPIPA5///NPIPB6///NPIPB8///NPIPB3
		WNT10A
		HK2
		NUTM2B-AS1///NUTM2A-AS1
		MICB
		ELOVL6
		MDK
		IAH1
		ZNF346
		LOC105372953
		PRO2949
		MAGEA2B///MAGEA2
		LOC100294033///TCAF1
		PPIL2
		DNAJC2
		AVPR1A
		PPIF
		KLHL22
		GEMIN7
		COL14A1
		LOC100630923
		GJB2
		DLEU7-AS1
		ERO1A
		SOX8
		DNPH1
		TNFAIP8
		PARP10
		PLPP6
		ALOX12P2
		CSAD
		RECK
		VPREB3
		LOC100129447
		ZRSR1///SRP19
		LOC100506302
		PCDHGB5
		ZNF561-AS1
		PNMAL1
		OR10A3
		STK4
		DLX5
		MICAL3
		ZNF367
		FGFR1OP2
		SLC9A1
		CTSL
		THBS2
		SRPRB
		MIR3916
		FGD1
		MRPS27
		TTYH2
		MLST8
		GATA5
		KCNK15
		HSP90B1
		GUSBP1///GUSBP4
		SLF2
		GTDC1
		SPC25
		WDHD1
		EIF3C
		MAMDC2-AS1
		TIMM8B
		SLC30A6
		TCIRG1
		ST6GAL2
		BICC1
		TRAF1
		POLN
		LDLRAD3
		SLX4IP
		RPL27A
		EID3
		LOC100505942
		LOC100505715
		CCDC169
		LOC100507600
		DDX54
		LOC101928955
		NPR2
		KIF15
		PRLR
		ZNF569
		GDF5
		WFDC11
		MED28
		GRIK1-AS2///BACH1
		PADI2
		GOLIM4
		FTSJ1
		FAT3
		STX17-AS1
		UBXN1
		FLAD1
		HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG
		TMEM161A
		ERP44
		ZEB2
		HIF1AN
		WTAP
		LOC102723407///IGHV4-31///IGHM///IGHG4///IGHG1///IGHA2///IGHA1
		PET100
		C18orf15
		JMJD1C
		TSC22D4
		PRRC2A
		DKK1
		USP48
		KCNH5
		1-Mar
		RRM1
		NDUFAF5
		OLFML2B
		C1orf35
		MFSD12
		LOC100190986
		APOBEC3C
		SALL4
		INPP5D
		KRT6C///KRT6B///KRT6A
		KLHL29
		ZNF708
		ARHGEF1
		HJURP
		ABCA4
		THUMPD2
		CYP26B1
		VN1R1
		LOC100289333
		CMBL
		ZNF100
		XKR8
		B4GALT7
		MGC12916
		RAB30
		7-Sep
		PRELID3A
		GNB5
		TRIM43B///TRIM43
		IL16
		HAUS5
		C11orf1
		SLF1
		DEPTOR
		RNASEH2A
		HFE
		TMEM191A
		SMC5
		GGNBP2
		NUP54
		PPFIBP2
		VCAM1
		CUL9
		LOC101928491
		LINC01133
		STAT2
		HAB1
		LOC100506571
		PORCN
		DTL
		ALG3
		PCDHB3
		CR2
		BEND6
		OXNAD1
		LOC100630923///LOC100289561///PRKRIP1
		CREBRF
		PDCD11
		TM7SF3
		GPR89A///GPR89B
		LLPH
		CYTH3
		PLEKHA8
		INTS4
		MIR6756///MCAM
		GALE
		TBC1D10B
		PDK1
		NBR2
		MIF-AS1
		OAF
		DMRTC2
		SNAP47
		C8orf76
		MEG3
		ETFBKMT
		TMEM219
		RAD51
		REEP4
		RAD51D
		BTBD19
		FAM196A
		MEST
		FERMT1
		HTRA2
		CDK5
		LOC102723773///LOC101060604///LOC101060596///LOC101060386///SMG1P7///NPIPA5///SMG1P3///NPIPB5///SMG1P1///LOC613037///SMG1P5///BOLA2///SMG1P2///NPIPB4///SLC7A5P1///SMG1
		SARDH
		ANGPTL2
		RBBP5
		DNAJB12
		SCAND2P
		PMF1-BGLAP///PMF1///BGLAP
		BRPF3
		RNASET2
		RPS7
		JAK3
		CLRN1-AS1
		SLC39A11
		MRPL45P2
		ATAD3B///ATAD3A
		CDK19
		S1PR5
		SPRR3
		ENPP1
		MGC15885
		LOC100133039
		PLPP5
		LSM1
		IDUA
		RHOBTB3
		CCDC150
		RGS10
		CCND2
		CUL4A
		PDZK1
		CHERP
		FSTL3
		PCP4
		NPTX1
		ZNF488
		FAM217B
		CCDC171
		CAPN10
		FOXP1
		PITPNA-AS1
		CCR5
		CISD1
		POFUT1
		EPHB6
		C16orf95
		PCDHB18P
		SCN8A
		PPP1R35
		NAGPA-AS1///ALG1
		KLHL17
		RGMA
		KRT10
		PAPLN
		FDXR
		CDCP1
		CSF2RA
		MCRIP2
		GBAP1///GBA
		CNP
		ALG10
		TM2D1
		ST8SIA2
		L3MBTL3
		TMTC4
		RPUSD4
		TTC17
		C4BPB
		ORC6
		ARL15
		ZNF654
		MICALL2
		ZNF253
		ACD
		TIMM21
		SOX11
		SLC16A8
		HIVEP3
		ITGB3
		TCEA3
		IFITM2///IFITM1
		CEP152
		RHBDD3
		ZNF736
		PKD2L1
		MIR4800///MXD4
		LOC101927539
		NUDT5
		ATP5C1
		MAP7D3
		LTC4S
		SMARCA2
		CABLES1
		XYLB
		ZNF791
		TTPAL
		RPL36A-HNRNPH2///RPL36A
		TLL1
		LOC645321
		ALKBH8
		ZNF282
		FAM160B2
		LOC101930306///RRN3P1///RRN3P2///RRN3
		PRDM15
		SIGLEC11
		BLOC1S6
		NLGN4Y
		CERCAM
		C11orf31
		NAA25
		LINC01234
		LINC00934
		FAM193B
		ZNF770
		FZD1
		SP5
		MKL1
		GPT2
		CFHR1///CFH
		PTGS1
		TACO1
		TMEM185A
		ZNF436
		RPF1
		IGFBP4
		GUCA1A
		TRIT1
		HOXC6
		ZHX1-C8orf76
		CEPT1
		ZNF286B///ZNF286A
		RBFA
		DCTN5
		TEX30
		ANP32A-IT1
		FAM131B
		CLNS1A
		NUP43
		PEX5L
		EPS15L1
		LARGE-AS1
		CYB561A3
		ING1
		PARD3B
		C18orf54
		TMED1
		GATAD2B
		LRCH3
		MALSU1
		VPS13C
		REXO2
		HMMR-AS1
		ALKBH3
		TM6SF2
		SEC14L1P1
		NANOS1
		NUTF2P4///NUTF2
		IRAK4
		DHODH
		KDM3A
		RPSAP19///RPSAP9///SNORA6///RPSAP58///SNORA62///RPSA
		SNORD50B///SNORD50A
		APBB1IP
		ATIC
		LINC01224
		ONECUT2
		FAM110B
		NPL
		LGR4
		STRN
		TTK
		ZNF557
		SYT9
		DDX41
		SNAI2
		KCNN4
		C3orf38
		LOC284939///MAPK8IP2
		TAOK1
		UBE2Q1
		GLI4
		SLC38A7
		OGDHL
		ADGRA3
		HEATR3
		GIT2
		CASK
		NCAPG
		PXK
		PCED1B-AS1
		HSPG2
		SMG9
		ATP6V0E1
		LHX9
		CCDC58
		GCNT1
		SLC52A2
		RPL37
		C21orf58
		LRRC14
		GALNT16
		GORASP1
		FCHO2
		NDUFS7
		SMARCAL1
		ABCB8
		NPAS3
		PRKCA
		PRMT7
		ZNF562
		LOC100287852///FAM136A
		KHDC1
		SATB1-AS1
		STX4
		SEMA4C
		SIN3B
		CCNYL2
		SLC10A3
		FANCB
		RUBCN
		ZNF383
		S100A13
		ARMCX2
		SEC22A
		LINC00242
		C8orf44
		LMBR1
		VHL
		UBXN2A
		PHF21A
		LANCL1
		ATP5G1
		PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2///PCDHA9
		LOC100507165
		PTCH2
		ERCC2
		SPRR1B
		CIART
		ST18
		DCLRE1C
		SLC6A10PB///SLC6A10P///SLC6A8
		FTX
		JOSD2
		CYP2R1
		LOC100506718///FLRT2
		KRT32
		XPO5
		SLC2A11
		LINC01004
		DPY19L2P3
		GPLD1
		MMP9
		ADIPOQ
