Names	total	elements
		TTC23L
		NFX1
		HLA-DRB1
		CTNNAL1
		SLC35A3
		AMOTL1
		RASAL2
		RGP1
		MYL12B///MYL12A
		RAB11A
		TTC6
		SNX1
		WSB2
		SOWAHC
		PLEKHS1
		JAK1
		ELF5
		LOC101928605///OR2A1-AS1///OR2A9P///OR2A20P
		GABARAPL3///GABARAPL1
		RBM8A
		ITGA9
		FLOT1
		HNRNPLL
		KIAA1328
		RADIL
		HIPK2
		MAPK15
		SLC25A28
		ZMIZ1
		DESI2
		AKT1
		MIR4467///LRWD1
		LOC100507424///ITFG2
		GBA3
		TMEM150A
		ABCA7
		CIRBP
		CASC1
		SEC14L4
		RPGR
		LOC646588
		STARD9
		CRTAC1
		CDNF
		PCSK5
		ZFHX3
		CCDC85A
		SUDS3
		CYP2B6
		NES
		TBC1D2
		LINC01578
		CUX1
		POLR2C
		PON2
		MUC5AC
		SHISA2
		TCP11L2
		CLEC4A
		RNF130
		C2orf50
		MAP2K1
		KCNMB2
		DYX1C1
		ANK3
		ST13
		SIX1
		LOC100131581
		BCL2L2-PABPN1///PABPN1///BCL2L2
		QRSL1
		CNPPD1
		CARF
		UBR2
		ATP13A4-AS1
		MAK
		ARRDC1
		ZNF19
		STC2
		PPP1R14C
		ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1
		OAZ1
		AMT
		SGCE
		KITLG
		LCN2
		LOC100507477
		GKAP1
		RNF19A
		WWP2
		KCTD12
		LOC101930322///ABCC6
		ZNF326
		CTSH
		LOC101928817
		UBE2V2
		NRAV
		PPP2R5E
		LHFPL3-AS2
		IFT57
		TMEM2
		MOAP1
		LOC100506725
		MFNG
		ALS2CR12
		LOC101928973
		ALDH3B1
		VTI1B
		DLAT
		CES4A
		CCDC89
		LINC00702
		LMNA
		IGIP
		EFCAB1
		PEG10
		FOXO3
		SNED1
		HIP1
		FAM120B
		TTLL10
		MFHAS1
		SCN2B
		SPRYD3
		LINC00284
		PPA1
		MAMDC2
		SUPT7L
		ATP5E
		ACOX2
		CGB7///NTF4
		YTHDC1
		EOGT
		JUN
		NF2
		ADAMTSL3
		EVA1C
		PHYHD1
		ESPN
		MTMR3
		AR
		PGD
		EPB41L5
		RSPH9
		CASP12
		CLCF1
		HDC
		SYTL3
		SCGB3A2
		NDFIP1
		HEYL
		TNR
		WAC
		USP44
		SULT1C4
		PTPN13
		PRKCQ-AS1
		VAV3
		MAP3K19
		IDH3B
		SELENBP1
		TNFRSF10D
		CRACR2B
		GSTT1
		TRAF3IP1
		SMARCE1
		TTC16
		STK17B
		RASSF1
		ICAM5
		PITPNB
		ARHGAP27
		CNTN6
		CYP3A4
		LRIG2
		MBOAT2
		GPAT3
		CLIC6
		ZAK
		MTERF2
		C11orf54
		SAR1B
		TTC7B
		BTG3
		CCDC189
		TCEAL1
		PARM1
		C6
		PPIL6
		LOC102723694
		PNKD
		8-Sep
		LINC00310
		TINCR
		CNOT6L
		ITPR3
		BIRC3
		HOXB-AS3
		WDR63
		DCAF8
		SPEF2
		BORCS8
		FAM161B
		WDSUB1
		ANKRD45
		RAB2A
		PLCE1
		MLC1
		CIPC
		KCNJ2
		PINK1
		TFIP11
		FIBIN
		IFT52
		CNBP
		MMGT1
		RTKN2
		TKT
		RNF38
		ARRB2
		KLHL2
		CMTM8
		GLTP
		NAALAD2
		FAM214A
		CYP39A1
		NT5DC1
		TMEM139
		LOC101930115///C16orf52///VWA3A
		PPP1R14A
		DCAF5
		SIDT1
		GJD3
		CYCS
		ATP9B
		HMGCS2
		PRKRA
		MITF
		TPRG1L
		PEBP4
		NSMCE4A
		TAF9B
		DNAI1
		FNBP1L
		UBB
		PON3
		LOC101929243
		USP47
		LOC101928882///CCDC39
		SLC38A5
		TMCC3
		ARRDC2
		PPP1R13B
		AES
		PAPOLA
		TOP3A
		NDUFAF4
		SLC4A8
		RAB3IP
		CCDC190
		GOT1
		TMEM39A
		RAB40B
		RCL1
		ARF6
		ANP32E
		ZNF582-AS1
		SUSD2
		FRY
		MNS1
		TRIM39-RPP21///TRIM39
		PCYT2
		UTF1
		DKK2
		LOC643733
		RHOT1
		GPR153
		IRX5
		FAM96B
		S1PR2
		LIMS2
		PAPSS2
		ACTR10
		ENTPD3
		UTRN
		CDC14A
		COL9A2
		CNN1
		APOBR
		LOC728196
		GPC5
		LOC102724517///NLK
		AGBL4
		INTS6
		SEC14L5
		CCDC153
		TOPORS-AS1
		MACROD1
		CECR2
		DCP1A
		TEKT1
		KPNA3
		HSPA1L
		C15orf52
		C10orf67
		PPP3CA
		ZNF529
		CES2
		ALDH3A2
		KATNB1
		FTH1P5
		CFAP206
		CLEC1B
		BCLAF1
		FOXJ1
		NKD1
		TRA2B
		PPIL4
		CDKL3
		MTRR
		BBS7
		RIPK4
		MIB2
		MYL12A
		RING1
		CCDC57
		MSMB
		GIMAP1
		ALDH2
		RIBC1
		IP6K1
		QDPR
		SLCO2A1
		ADGRF1
		RIN2
		RPL21P28///SNORA27///SNORD102///RPL21
		PRDM16
		ULK4
		TRIM2
		NOP9
		OTUD4
		ATOH8
		SORT1
		HSPB2-C11orf52///C11orf52///HSPB2
		LLGL2
		USP7
		FAM98B
		HMGN2P46
		PPM1K
		OTUD3
		HNRNPR
		ENOSF1
		MCU
		STARD13
		FAM167B
		KLRG2
		SDCBPP2
		MIR6785///TMEM94
		ATP6
		LOC285957
		IFT140
		ABHD2
		MAFK
		ALCAM
		FAM162B
		RPL13AP17
		CDS1
		PPP1R9A
		PDZRN3
		C1orf168
		C14orf132
		FKRP
		HLA-DRA
		FAM27B///FAM27C
		RBM26-AS1
		DNAH12
		PEX11G
		TASP1
		WDR19
		EFHC1
		LOC730202
		ZNF24
		FKBP1A-SDCBP2///SDCBP2
		MICU1
		ESRRA
		HHLA2
		BDH2
		SMAD9
		C3orf52
		SENP7
		TNFSF12-TNFSF13///TNFSF13
		MBD5
		LRRK2
		CCDC181
		INO80D
		ABI2
		RIIAD1
		AFAP1L1
		EZR
		ATF1
		LIN52
		ZNF625-ZNF20///ZNF20
		PALM2
		HINT3
		ARIH1
		POLDIP3
		BBS1
		STX19
		FENDRR
		WDR20
		MOB4
		VTCN1
		DHX16
		AKNA
		NDUFC1
		SLC22A16
		TTLL11
		NEBL
		DIDO1
		NGDN
		DHX15
		PICALM
		MARK3
		CNOT6
		STK40
		PIGP
		UGT2B4
		SLAIN1
		GALNT18
		TLE2
		MGST1
		TBX2-AS1
		RHOBTB2
		FRYL
		SRD5A2
		GPRC5C
		COLCA1
		VWA1
		IL5RA
		CPAMD8
		FOCAD
		PERP
		SMPD2
		LINC00938
		FBXO36
		C10orf107
		SYTL1
		GANC
		VAMP4
		BCAP29
		PHACTR1
		DGKD
		ATP1A1
		RARA-AS1
		SULT1A2
		KLHL9
		ACSF2
		SCN1A
		ECE1
		BCL2L15
		HCK
		TMEM140
		SH3D19
		ZC3H6
		LY75-CD302///CD302///LY75
		YIPF6
		GABBR1
		DZANK1
		ST7-AS1
		BMP6
		PPP1R1B
		LAMB3
		PPL
		RRAD
		FMN1
		LOC102724689
		CFAP58
		RALGPS1
		ARHGAP42
		MFSD4A
		TMEM212
		SLC25A18
		C6orf58
		IGHD
		S100A3
		CCDC113
		SEC63
		TDRD10
		FTH1
		KCTD10
		TOR1AIP1
		SYTL4
		YWHAH
		CEBPD
		MUC5B
		CSRP1
		ZFP36
		TMEM170A
		KIAA1161
		PXN
		RAD1
		DNAJC11
		VTI1A
		DIXDC1
		PDSS1
		HNRNPA0
		C1orf198
		PCBP1
		LOC100506289
		GLDN
		TTC30B
		WDR91
		HAGH
		LOC100128840
		IL1A
		LOC101926963
		CNDP2
		BEX2
		FAM3B
		YPEL5
		CCDC180///LOC100499484-C9ORF174
		CREBBP
		BVES
		CFAP44
		AKR1C4
		DUSP14
		TUBA1A
		LOC283485
		TTC12
		PRMT8
		LOC101930608
		LOC100506538///NDUFAF6
		CSPP1
		IFT43
		HTR1E
		FGF14-AS2
		RABGEF1
		LRBA
		TBC1D8
		CACFD1
		DRC7
		LOC101928429
		ZNF518B
		TMX2-CTNND1///CTNND1
		SVIP
		DPP7
		SCN4B
		SERTAD1
		MARVELD3
		ROPN1
		SENP8
		NKIRAS1
		TEX9
		KANK3
		PANK1
		RPL13P5///LRRC23
		RASSF10
		HS3ST6
		OLMALINC
		SFTPD
		FDX1
		IL13RA1
		PLAC9
		SH3BGRL2
		FAM81B
		PHOSPHO2
		TREML3P
		SVIL-AS1
		FDFT1
		C1QTNF7
		LRP5
		SPIDR
		UBE2D3
		WBP11
		REXO1
		CTNNB1
		COX7B
		NAV2
		FLJ33360
		CHN2
		REPS2
		HAS2
		DNMT3A
		MIR4657///PURB
		GAS8
		BAG3
		CCND1
		PDCD6IP
		FAM122A
		MIR6883///PER1
		ATXN2
		RRAS
		RASSF9
		RS1
		PPP1R32
		TOX
		TEX36-AS1
		GCNT2
		PGGT1B
		KCNN3
		CCNDBP1
		OLIG1
		PRF1
		ACE2
		SPSB2
		MIR29C///MIR29B2
		GIGYF2
		TPPP3
		LOC102724312
		TNFRSF19
		MRPS9
		DPY19L1P1
		PLCXD3
		FAM107B
		RHOV
		PIM3
		KAT8
		SH2D3C
		IBA57
		NFATC3
		ROPN1L
		GRTP1
		LRIG1
		C20orf166-AS1
		NTPCR
		SPRYD7
		HIPK3
		TEX14
		CDR2L
		RAB25
		POR
		KIF9
		PITPNM2
		FHL5
		ZXDC
		SLC6A16
		GPR182
		DOCK4
		CEP68
		CWH43
		FHAD1
		ARPC1A
		DHRS7B
		SPATA2
		MIR6132///ST7-OT3///ST7
		UBE2L3
		NATD1
		NTS
		ATP6V1E1
		PTGIR
		ART4
		KIAA1841
		ZC3H12C
		WDR38
		TMEM53
		SLC9A3R2
		EGFEM1P
		RSPH3
		WDR86-AS1
		KLF9
		TPST2
		PYROXD1
		PCSK2
		TSPAN2
		RUNDC1
		TMEM178A
		MORN5
		FAM120AOS
		EEF1AKMT1
		INTS12
		ZBTB4
		FAM228B
		TSPAN14
		NUDT16
		CHD1L
		NEK10
		ZC2HC1A
		SNX29
		FILIP1
		WWP1
		LOC101060835///LOC100996809///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1
		ARGLU1
		B9D2
		SAMD5
		LINC00621
		SEPSECS-AS1///PI4K2B
		HYAL2
		TMEM62
		BEND5
		TBC1D10A
		SSBP2
		MRFAP1
		ANAPC10
		CARD16
		TNFSF13
		DLL4
		MYOCD
		LOC100294362
		FBXO15
		LOC101060747///PDPK1
		LSAMP
		CWC25
		CHMP4C
		EPCAM
		WEE1
		SSFA2
		BCL2A1
		ANGPTL1
		CXCL17
		ARHGEF5
		HAGLR
		LINC01088
		ARMC2
		FGFBP1
		SRRM1
		ALS2
		ZNF33B
		ZNF608
		TRIP11
		MOCS1
		GLCCI1
		MIPEP
		10-Mar
		CAPN8
		WDR45B
		IFT74
		C9orf116
		GREM2
		CCDC102B
		NR3C2
		FAM63A
		INPP5K
		IRAK1BP1
		IHH
		BUB3
		ADARB1
		FLJ30901///SCUBE1
		ZNF664
		GPC4
		WDTC1
		HAS3
		HEBP1
		BPGM
		TCF7L1
		UBASH3B
		ARHGAP32
		SNHG16///SNORD1C///SNORD1A
		KPNA4
		GLO1
		LOC100128281
		CECR1
		FLT1
		PKIG
		ND2
		HNRNPD
		GAREM1
		ADGB
		CLEC4D
		RCOR1
		ANKUB1
		MKNK2
		SMAD2
		NXN
		PRKCZ
		CYP3A7-CYP3A51P
		MYL12B
		ASL
		NEK5
		RSPH14
		SASH1
		PUM2
		KLHDC7A
		PHC1
		SLC22A23
		LDLRAP1
		ARX
		EMC2
		SRSF7
		LSM14B
		HECTD1
		SSBP3
		VKORC1L1
		C14orf39
		TBCEL
		FAAH2
		LINC00673///LINC00511
		CTNNBIP1
		SCGB1A1
		HMGN2
		GSTM1
		PYURF///PIGY
		ACP5
		CA4
		PLCB4
		MAPK1
		FNIP2
		WWC2///CLDN22
		OARD1
		NHLRC2
		JAML
		PLA2G1B
		LINC00476
		FTO
		C10orf128
		TCEAL7
		C8orf46
		SF3A1
		IQCE
		PPP2R5B
		SPOP
		BLVRA
		LRRC23
		DANCR
		KDF1
		FXR2
		MYLK
		ZNF706
		UNC5C
		B4GALNT3
		PGAP1
		CHI3L2
		CFAP69
		NECAP1
		RPL32P3
		WNT2
		USF3
		ARHGEF28
		PTGR2///ZNF410
		PALM3
		UFSP2
		NAAA
		ABHD13
		TRDMT1
		LOC102723845
		NAPSA
		UMAD1
		RBP2
		EML6
		BRD7
		NISCH
		SLAIN2
		WDR77
		SLC22A31
		PLSCR1
		HSPA12B
		PHACTR2
		UBXN11
		FEZ1
		MIR6884///MED24
		MAPK8
		SYNCRIP
		STARD4
		ZNF589
		PHF2
		KLB
		MTAP
		COL6A5
		KIF1BP
		AFDN
		LINC01268
		SYTL2
		ANKRD44
		DNAJC27
		KIF27
		SP2
		CAPS2
		DNAJC21
		MRPS31
		XPNPEP3
		UXS1
		HSP90AB1
		SEMA6D
		PCMTD1
		MAPK13
		S100A2
		TRPC6
		RGL2
		GTF2B
		GSPT1
		C2CD2L
		DMRT2
		LOC101927272
		LOC100652999
		TTC29
		LSM8
		FBP1
		MACC1
		KCMF1
		WWC3
		IL17RA
		MPP5
		PLPPR1
		SPA17
		KBTBD4
		ARSD
		PJA1
		SMIM6
		WFDC2
		LOC101930349///LOC101930344///CGNL1
		IFNLR1
		REPS1
		CELF2
		GLRX
		SMIM2-AS1
		SH2D1B
		USP27X-AS1
		RBPMS-AS1
		ADTRP
		OSBPL9
		RAB11FIP1
		ARFGAP3
		ZNF169
		KRT7
		ZNF396
		ADIPOR1
		DNAJB2
		FABP6
		H2AFV
		LOC101930373///HYDIN2///HYDIN
		ABCA9
		SMTN
		TMEM108
		SEC62
		PCBD1
		TAF3
		GIPC3
		FLRT3
		ZNF106
		LINC00893
		GAB3
		ISOC1
		HCG11
		MYZAP
		OSBPL2
		ABHD17B
		SLC39A8
		STS
		MIR6773///ESRP2
		IL4R
		TMEM123
		SHROOM4
		LOC101928370
		PEX5
		ZFAND5
		LOC101927651
		ICA1
		RAPGEF2
		EPS8L2
		LOC101927057///OMG
		SPAG1
		PPP6C
		SMIM5
		PRPSAP2
		GDE1
		ZNF438
		DZIP1L
		CARMN
		ANKRD13A
		BAG5
		SDE2
		CHMP4A///TM9SF1
		HNF1B
		MCUR1
		PPA2
		EID2
		IMMP2L
		ZNF615
		MIPOL1
		KCNN2
		DYNC2LI1
		BRD2
		IL32
		DGKE
		RPS6KA1
		RBMS3-AS3
		SFTA1P
		SPSB1
		SMCO3
		LINC00968
		LYZ
		UBE2D4
		FAM219B
		PPP1R11
		NDRG4
		FAM118B
		N4BP1
		WDR48
		LZIC
		PITRM1
		KCNJ2-AS1
		CYB5D1
		USP12
		TCTEX1D1
		FGD3
		PTGR2
		EIF4H
		CD47
		DEFA1B///DEFA3///DEFA1
		SPRY4
		RORC
		ETFB
		ELMSAN1
		SEPW1
		TUBB4B
		AZI2
		WDR37
		SOWAHA
		SEMA4A
		MIR4683///FZD8
		RAB1A
		FAM104B
		VSIG2
		NUDT4
		RUFY3
		RAB9A
		CCDC187
		PCTP
		MRPL42
		NFKB1
		VRK3
		SIRT1
		UBALD2
		PCBP2
		IL1B
		TMEM167B
		MFAP1
		PLEKHG1
		RMST
		TDRD7
		CDKL5
		NSUN7
		COQ4
		BMX
		ATP8A2
		LOC101927137///KIAA1456
		AFTPH
		BEX3
		LARP4
		FAM181A
		SLC24A3
		TMEM107
		SMIM10L2A
		DEDD2
		C11orf96
		C1orf228
		TESK2
		RNF114
		OR7E12P
		RAD54L2
		MPRIP
		KLF13
		TOLLIP
		DNAL1
		TAF15
		TMEM61
		LRRC57
		RNF11
		SCMH1
		PWWP2B
		ELMO3
		LTK
		SCNN1G
		RAB18
		POLR3GL
		CFAP100
		ATP8B5P
		LOC101930458///HERC2P3
		ZNF91
		LOC100506882///USP32
		ANXA7
		JDP2
		WDR13
		MORF4L1
		HACD4
		BSPRY
		ERRFI1
		APC
		WFDC1
		TUBA4B
		RRP15
		PRPF40B
		SNAPC3
		PLEKHA5
		PSCA
		TRMT1L
		MACROD2
		MMP19
		IL18R1
		FBXO28
		BCL10
		INO80
		GSTM2
		MOCS2
		USP28
		NAT1
		ASB9
		LOC101930388///LOC101928143///NUMB
		CTTNBP2NL
		RGS7BP
		PEAR1
		AUTS2
		MMP10
		ME1
		PGS1
		DCDC5///DCDC1
		TMEM88
		FSD1L
		BANCR
		TECPR1
		CALM1
		CCDC78
		PHLDB2
		TMEM56
		BNIPL///C1orf56
		ACOT8
		MESP2
		DNAI2
		LPCAT1
		CCDC148
		SRRM2
		C2orf40
		AMIGO2
		PBX2
		SIK1
		BCAS3
		TP53RK
		KCNJ8
		EVPL
		GLOD5
		HSD17B6
		RUFY2
		MIR4458///MIR4458HG
		C11orf70
		GJA5
		LINC01420
		ENPP3
		ERC1
		SATB1
		TRMT5
		PPM1D
		YPEL3
		PPP1R7
		TP53BP2
		KAT2B
		COMT
		CARMN///MIR145
		LOC200772
		ZNF440
		C1orf43
		SLC5A4
		SCARF1
		USP27X
		TMEM54
		PVR
		FAM212A
		BCDIN3D-AS1
		EYA2
		CERS4
		MYADM
		PITPNM1
		CCDC13
		ZNF652
		PPP3CB-AS1
		MOB3B
		BICDL2
		WLS
		ACTR3C
		C8orf44-SGK3///SGK3
		C11orf16
		ANKS1A
		SLC30A9
		VAMP2
		IQCJ-SCHIP1///SCHIP1
		LINC00326
		OTUD1
		C17orf97
		LOC101929072///LOC285835
		SOGA3///KIAA0408
		DHCR24
		MYO1B
		VAMP8
		RCBTB1
		CEP70
		ZSCAN18
		RGMB
		TAF5L
		PTPRD-AS1
		RAC1
		MOB2
		EHF
		CTNND2
		ANXA1
		FRMD3
		ZNF189
		AGFG1
		APOBEC4
		TBC1D14
		GUCY1A3
		C2orf73
		TC2N
		RASSF3
		TICAM1
		LOC101928625///MED21
		PACSIN2
		SEC23B
		LGR6
		ZFP28
		SLC6A4
		TMEM204
		MID1IP1
		KLF11
		SMDT1
		SYNE2
		NDUFAF3
		SLC22A4
		SQRDL
		DPYSL2
		AGR3
		KLC4
		IFT46
		SYNPO2
		PRAM1
		AK3
		DNAJB1
		ALPK3
		IKZF5
		COX14
		FAM201A
		PROM2
		GIMAP8
		DUSP7
		VSTM2L
		ALOX5
		ACAD8
		TRIM22
		CDH13
		GPR162
		GNAI2
		BTNL9
		FBXO8
		VEPH1
		FGFBP3
		NXPH3
		NAPSB
		SNORD54///RPS20
		LYRM1
		GRM8
		RNF141
		FAM46B
		PAN3-AS1
		VPS26A
		PHACTR3
		RMDN2
		KIAA1683
		LYSMD4
		SAXO2
		ZNF704
		RAB30-AS1
		AADAC
		ZCWPW1
		BIN3
		SAMD12
		NMRK1
		PROK2
		PHOSPHO2-KLHL23///KLHL23
		DACH1
		PLK3
		PTPN11
		KDM5C
		ZNF274
		ATF3
		KCNRG///TRIM13
		CFAP46
		WDR54
		MPP7
		FAM150B
		SLC2A13
		DAP3
		TTLL6
		KIAA1958
		ZC3H7A
		ZDHHC16
		DNAAF3
		KLHL23
		AMN1
		SMIM22
		PSMC2
		SFR1
		UBQLN4
		DACT3
		CACHD1
		LOC101927144///ACYP2
		SRI
		HDAC5
		HLA-E
		SOCS6
		AKAP14
		MIR5193///UBA7
		LMLN
		RAB37
		YWHAE
		ATP1B1
		NUP62CL
		LMBRD1
		LSM14A
		IQCH
		LOC100049716
		SEMA3E
		SNORA29///TCP1
		LOC400568
		MUC1
		DYNLT1
		TEAD3
		MYO5B
		GNG5
		KIF5B
		LINC00849///SLC25A16
		HSD17B4
		EFHD1
		RNF180
		RAP1GAP
		PACRGL
		SPOPL
		KATNA1
		MAGI3
		C9orf66
		TMEM237
		CAMK2D
		COL21A1
		AZGP1P1///AZGP1
		LOC101060604///SLC7A5P2///SLC7A5P1
		LOC101927069
		MORN1
		DUOX2
		TSC22D3
		ARHGEF2
		SERF1B///SERF1A
		PRKD3
		PIGR
		TOLLIP-AS1
		BNIP2
		DHX30
		PTPRB
		AIM1L
		ITSN2
		ACTR1A
		C15orf65
		GYPE
		PQLC2L
		LOC101930164
		CNN3
		IRF6
		IFI30///PIK3R2
		MMAB
		RHOA
		EVI5
		DCTN3
		CAPN9
		LOC105377832
		HTR3C
		IFT80
		MT1M
		MPV17L
		RGAG4
		C11orf58
		LOC728903///GLIDR
		CASD1
		SMAGP
		TTBK2
		FBXW2
		PRR5-ARHGAP8///ARHGAP8
		C1orf21
		LINC00963
		RAB21
		C12orf29
		CRY1
		C10orf76
		RPL36A-HNRNPH2///HNRNPH2
		HHIP-AS1
		CPNE2
		PBRM1
		VILL
		CTF1
		EGFL7
		VAPA
		GUCY1B3
		USPL1
		IPO11-LRRC70///IPO11
		DNALI1
		EMP1
		CHCHD7
		TCEA2
		PGM5-AS1
		FAM149A
		SLC19A3
		CDC37L1
		TNFSF12-TNFSF13///TNFSF12
		FBXW4
		THTPA
		BNIP3
		CCDC170
		CARD6
		LEPROT
		IQUB
		STEAP4
		C11orf71
		MIR4296
		RALGAPA2
		TTC25
		FAF1
		P2RY1
		VAPB
		VPS39
		CTSS
		ODAM
		GSTO2
		RP1
		ACKR4
		OR7E156P
		RAF1
		SUB1
		SGSM1
		AKTIP
		UQCRFS1
		ADH7
		HLA-DPA1
		CLDN23
		CNRIP1
		EDN3
		RSPH1
		SH3KBP1
		SYT15
		TIMM10B
		SIRPB1
		SMAD7
		UNC13D
		RHBDD2
		SDC4
		VWA8-AS1
		SUGT1
		HIGD1A
		WARS
		KCNMB1
		LOC105372881
		RGL3
		CLDND1
		MAGIX
		REV3L
		PPP2CB
		DUOXA1
		PHKA1
		RBM20
		PRKAR1A
		ZRANB1
		ATG5
		PRELID3B
		ANKHD1-EIF4EBP3///ANKHD1
		MS4A8
		MORN3
		NYNRIN
		CD207
		TPTE2P5
		KIAA1147
		MYCT1
		STK32A
		CD2AP
		CCL20
		AK9
		PEX7
		MYH10
		LOC101926951///PCDH20
		SPATA6
		BEND7
		DNAJA1
		LGSN
		COX1
		ZC2HC1C
		ARMC4
		USP25
		ARMC7
		NUDT14
		NICN1
		LINC01272
		PCYOX1
		ASCC2
		SPRED1
		NPR3
		CYTH2
		SLPI
		AP5M1
		PLEKHA7
		IRAK3
		CNNM4
		MROH2B
		SPEN
		GNA15
		TTC32
		RGCC
		LRRC34
		LOC100506563
		CDH26
		SLC6A13
		FAM187A///CCDC103
		PDS5B
		HIRIP3
		ZNF644
		SH3GLB2
		CD300LG
		SCAI
		IQCG
		MEGF9
		GABARAPL1
		PLEKHA1
		STK33
		SLCO1A2
		WDR78
		C1orf210
		LIG4
		WDR49
		SDHAP3///RGS8
		TXNL1
		FAM166B
		MTERF4
		CRYBG3
		RNF115
		CISD2
		SLC5A9
		TNFAIP8L1
		CLCA2
		C20orf196
		ESD
		CYYR1
		PNRC1
		PRDX5
		CDHR3
		CSNK1D
		TRIB1
		LINC00982
		TJP1
		PTPRT
		PER2
		ARFGAP2
		TMEM27
		STARD13-AS
		ERICH3
		RPH3AL
		CSMD1
		LOC100507283
		PLEKHH2
		DNAJC18
		FKBP1B
		CENPBD1P1
		LOC101929340
		ZNF653
		SBDSP1///SBDS
		TADA2A
		CDKL2
		SMIM19
		TSSK2///DGCR14
		TINF2
		TMEM80
		DDX46
		AK2
		LRRC10B
		TES
		OSBPL6
		RAB36
		CRISP2
		PNPLA8
		GRB14
		ARAP3
		RXFP1
		C16orf52
		LOC101930400///AKR1C2///AKR1C1
		SGCG
		DCDC2
		JOSD1
		SEMA4B
		DYNC1I2
		ATG101
		BEX4
		TBL1Y
		LDOC1L
		CCNC
		CHKA
		SCGB2A1
		CCDC151
		AIP
		ZG16B
		DSERG1
		ZNF503-AS1
		UBAP1
		ANKRD9
		INTS4P1
		DIS3
		COA1
		HNRNPH3
		ABHD17C
		FREM2
		ARNTL
		IL12A
		PRB3
		RAPGEF4
		FUZ
		BMPER
		INO80C
		KPNA1
		ALDH3B2
		NIM1K
		SPATA7
		CCND3
		DOT1L
		PIN4
		COL13A1
		CHMP4B
		DCTN6
		MED30
		ENKD1
		ECI2
		ANXA5
		CMAHP
		CCDC114
		LMTK2
		SEMA6A
		UFC1
		FAM131A
		KDM3B
		TEF
		PDCD2
		EPHA1
		FAM179A
		ING2
		IDH3A
		HSP90AA1
		ICK
		RANBP3
		FAM227B
		ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A
		HLA-DRB6
		DUOX1
		TRAPPC13
		C7orf55-LUC7L2///LUC7L2
		ACSS2
		FAM60A
		SH2D4A
		LINC00844
		RBKS
		CPA6
		SLC35A4
		TPD52
		RILPL2
		STX3
		SLCO4A1
		PTPRK
		SLC25A25
		ZC3H13
		PHACTR4
		ACYP1
		ENG
		ZBTB42
		ARHGAP31
		ID2-AS1
		SAP30L
		VEZF1
		TSPOAP1
		GLUD1
		RLN2
		KIAA2012
		APIP
		ZNF394
		MMP28
		FAM13C
		SREK1IP1
		ASXL3
		MYLIP
		HMGN5
		ODF2
		SLC11A2
		DHX32
		TMEM45B
		NBEAL2
		SCAPER
		NUP98
		RARA
		BDH1
		MED4
		COLCA2
		ARHGEF37
		IKZF2
		DOCK9
		EBAG9
		PPP1R12B
		AGBL3
		LRP6
		NCKAP5
		PLXNA2
		SERTAD3
		MGLL
		ATP5SL
		RORA
		PNRC2
		CYP4X1
		DENND2C
		CYP3A7-CYP3A51P///CYP3A7
		SCARA5
		CLCA4
		ZNF597
		EIF1B
		LONRF3
		LSM6
		SMURF1
		LYRM9
		C7orf55-LUC7L2///FMC1///LUC7L2
		ACADSB
		DRC1
		SCPEP1
		PRSS12
		MAPKAPK5
		DGKG
		GRASP
		C7orf57
		PXDC1
		BTC
		SEPP1
		SDPR
		LINC00899
		CPEB2
		CD80
		SLC2A12
		CLIC3
		SENP2
		MEIG1
		ADPRH
		STARD10
		HOMER2
		MLLT6
		KLF8
		PIWIL4
		PCGF5
		WIPF2
		PCF11
		LINC00551
		CCDC191
		GUCY1A2
		CFAP126
		LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1
		KREMEN1
		LRCH2
		TRIM13
		CYGB
		LIFR
		SNAP23
		TMSB15B///TMSB15A
		CHST9
		CYP4Z1
		GPR4
		MXI1
		ZDHHC9
		SRSF10
		ODF3L1
		MAGI2
		MTURN
		KMT5B
		C2orf54
		REEP5
		TBPL1
		ARRDC3
		PLCL1
		ALDH3A1
		IFIT5
		HPCAL1
		HOMER1
		MCM9
		CDH1
		CYS1
		ENY2
		KIAA1671
		LOC101930476///LINC00476
		CNTRL
		LIMCH1
		JUNB
		SERPINB6
		DENND3
		CMPK1
		RWDD1
		PRRG2
		FIP1L1
		SSH1
		RIBC2
		RALA
		RHOB
		ENSA
		LOC284578
		GNAQ
		MMAA
		HOOK2
		PRB1
		GNPTAB
		HNRNPM
		TMEM173
		TMEM245
		ACTR1B
		ANAPC16
		MRPL2
		TMEM71
		EPHX1
		KLHL8
		KHDRBS3
		AIMP1
		AP4S1
		NECAB1
		ATP8A1
		MICALCL
		CALCRL
		SLC22A25
		RBM47
		EGFL6
		BCL2L1
		TBX5-AS1
		SCARB2
		GBP6
		MAPK3
		SLC20A2
		CRBN
		SPINT1
		PRR18
		CHIC2
		APLP2
		MICAL3
		PLA2G4F
		ADK
		PRR5L
		CELSR1
		TTC21A
		C4orf47
		NEXN
		CA2
		FOXF1
		LTF
		LINC00271
		RANBP17
		CRYZ
		GBAS
		ETS1
		MPZL3
		WBP2
		AGRP
